,name,cuisine,is_closed,review_count,rating,price,address,phone,latitude,longitude,zip_code,building
175,All American Bagel & Barista Company,coffee,False,78,3.5,$,82-41 153rd Ave,+17183227722,40.666739,-73.850773,11414,82
176,Win Hou Chinese Restaurant,chinese,False,24,3.0,$$,8221 153rd Ave,+17188488436,40.6662569,-73.851712,11414,8221
177,Kawaii Sushi,sushi,False,78,3.5,$$,82-19 153rd Ave,+17188486888,40.6662516,-73.851745,11414,82
178,La Villa Pizzeria,pizza,False,243,3.5,$$,8207 153rd Ave,+17186418259,40.666538,-73.851986,11414,8207
179,Dunkin',donuts,False,24,2.5,$,16302 Cross Bay Blvd,+17188433100,40.652171,-73.838685,11414,16302
180,Dunkin',donuts,False,9,2.0,$,82-09 153rd Ave,+17183232892,40.6662039,-73.8520413,11414,82
181,Carvel Ice Cream Store #1891,icecream,False,22,2.0,$,16310 Crossbay Blvd,+17188433875,40.65207,-73.83854,11414,16310
182,That's A Wrap,sandwiches,False,67,3.0,$$,16312 Crossbay Blvd,+17183229727,40.6519862,-73.8383651,11414,16312
183,Lindenwood Deli & Food Mart,convenience,False,2,3.0,$,151-01 82nd St,+17183231456,40.6674925967825,-73.8523077964783,11414,151
184,Frenasia,asianfusion,False,224,3.5,$$,16335 Crossbay Blvd,+17183227690,40.651392,-73.837518,11414,16335
185,Tim Ho Wan,dimsum,False,1710,3.5,$$,85 4th Ave,+12122282800,40.73168,-73.99007,10003,85
186,City of Saints Coffee Roasters,coffeeroasteries,False,198,4.5,$$,79 E 10th St,+16465901624,40.7311385,-73.9900766,10003,79
187,Amsterdam Billiards & Bar,poolhalls,False,190,3.0,$$,110 E 11th St,+12129950333,40.731667,-73.989877,10003,110
188,Ikinari Steak East Village,steak,False,774,4.0,$$,90 E 10th St,+19173883546,40.73088,-73.98968,10003,90
189,Black & White,bars,False,119,3.5,$$,86 E 10th St,+12122530246,40.730834,-73.989875,10003,86
190,Meet Noodles,noodles,False,201,4.5,$$,50 3rd Ave,+16468820458,40.731042,-73.989207,10003,50
191,Sundaes and Cones,icecream,False,1482,4.5,$,95 E 10th St,+12129799398,40.730934,-73.989318,10003,95
192,Kotobuki Manhattan,japanese,False,616,4.0,$$,56 3rd Ave,+12123535088,40.731107,-73.98912,10003,56
193,Boilery - East Village,seafood,False,117,4.5,$$,58 3rd Ave,+16468385556,40.73112,-73.98898,10003,58
194,Ippudo NY,ramen,False,9965,4.0,$$,65 4th Ave,,40.73092,-73.99015,10003,65
195,Webster Hall,musicvenues,False,942,3.0,$$,125 E 11th St,,40.7316609,-73.9891926,10003,125
196,Blockheads,mexican,False,242,3.5,$$,60 3rd Ave,+19173883534,40.73123,-73.98905,10003,60
197,The Ainsworth - East Village,tradamerican,False,94,3.0,$$,64 3rd Ave,+13022094759,40.73138,-73.98902,10003,64
198,The Sports Bar,sportsbars,False,1,2.0,$,125 E 11th St,+19178033866,40.7319069,-73.9896545,10003,125
199,Prince Deli & Market,sandwiches,False,33,2.5,$,59 4th Ave,+12122289600,40.730663,-73.990043,10003,59
200,Tost Cafe,cafes,False,7,2.0,$,59 4th Ave,+12122289600,40.7306969,-73.9903591,10003,59
201,Heavenly Market and Deli,convenience,False,33,2.5,$,77 3rd Ave,+12122600060,40.7313994590557,-73.9887028598826,10003,77
202,Yuba,japanese,False,364,4.0,$$,105 E 9th St,+12127778188,40.7305450439453,-73.9900436401367,10003,105
203,Central Bar,sportsbars,False,601,4.0,$$,109 E 9th St,+12125295333,40.7305,-73.98989,10003,109
204,Nadoori,korean,False,5,3.0,$$,105 E 9th St,,40.7305374145508,-73.9900512695312,10003,105
205,The Smith,newamerican,False,1953,3.5,$$,55 3rd Ave,+12124209800,40.730957886229,-73.9886217,10003,55
206,Vivi Bubble Tea,bubbletea,False,70,3.5,$,30 3rd Ave,+12127773698,40.73057,-73.98959,10003,30
207,Chopt Creative Salad Co.,salad,False,74,3.0,$$,51 Astor Place,+16469791990,40.7303193483424,-73.9903671294451,10003,51
208,Bistro Cafe & Grill,cafes,False,1,5.0,$$,26 E 1st Ave,+12126772122,40.732020483405,-73.9909633227539,10003,26
209,Bluestone Lane,coffee,False,126,4.0,$$,51 Astor Pl,+17183746858,40.730139,-73.9901293,10003,51
210,Shake Shack,burgers,False,169,4.0,$$,20 3rd Ave,+16468132189,40.7300586,-73.989528,10003,20
211,Ruby's Cafe,australian,False,55,5.0,$$,198 E 11th St,+16469984265,40.730932,-73.988061,10003,198
212,Paradis To-Go,coffee,False,184,4.0,$,114 4th Ave,+16464166709,40.73268,-73.99025,10003,114
213,Han Dynasty,szechuan,False,1235,4.0,$$,90 3rd Ave,+12123908685,40.732072,-73.988074,10003,90
214,Hunan Bistro,chinese,False,214,3.5,$$,96 3rd Ave,+12123889855,40.73234,-73.9881,10003,96
215,Modern Gourmet,delis,False,20,4.5,$,793 Broadway,+12126770047,40.73213,-73.99152,10003,793
216,Village Yokocho,izakaya,False,756,3.5,$$,8 Stuyvesant St,+12125983041,40.7298,-73.9891899,10003,8
217,Panya Bakery,bakeries,False,471,3.5,$,8 Stuyvesant St,+12127771930,40.7297668,-73.989357,10003,8
218,The Bean,coffee,False,124,3.5,$,31 3rd Ave,+19172614364,40.729723,-73.9894592,10003,31
219,Bar None,divebars,False,360,3.0,$$,98 3rd Ave,+12127776663,40.73245,-73.98821,10003,98
220,Sharaku,japanese,False,338,3.0,$$,14 Stuyvesant St,+12125980403,40.7298,-73.98901,10003,14
221,Rafiqi's,foodstands,False,19,3.5,$,E 9th St And Broadway,,40.73116,-73.9919,10003,9
222,Angel's Share,cocktailbars,False,2111,4.5,$$,8 Stuyvesant St,+12127775415,40.7297097529882,-73.9891492245369,10003,8
223,The VNYL,lounges,False,148,3.0,$$,100 3rd Ave,+12126332000,40.73251,-73.9881599,10003,100
224,Popeyes Louisiana Kitchen,hotdogs,False,6,3.0,$,1994 Atlantic Ave,+17182211994,40.67669,-73.922089,11233,1994
225,Xcellent Soul Food,soulfood,False,39,3.0,$$,372 Ralph Ave,+13476636111,40.67627,-73.92203,11233,372
226,Crown Fried Chicken,hotdogs,False,4,4.0,$,17 MacDougal St,+17184675039,40.6792488098145,-73.9217224121094,11233,17
227,Krumb Snackerz,desserts,False,4,4.0,$,,+13476404537,40.67862,-73.91922,11233,
228,Jazzy Cakes Cupcakery,desserts,False,1,5.0,$$,,+15162291059,40.67892,-73.92014,11233,
229,Wings And Ribs,steak,False,2,4.5,$$,1876 Fulton St,+13475338844,40.678741,-73.924388,11233,1876
230,Dunkin',coffee,False,10,3.0,$,1993 Atlantic Ave,+17183425133,40.67699,-73.91618,11233,1993
231,ST&M Country Store,sandwiches,False,10,5.0,$$,2001 Atlantic Ave,+17184988033,40.6767971,-73.9158732,11233,2001
232,No 1 Chinese Restaurant,chinese,False,21,3.0,$,479 Ralph Ave,+17183633639,40.672897,-73.921928,11233,479
233,Great Taste,chinese,False,2,3.0,$,249 Ralph Ave,+17184533428,40.681022,-73.922073,11233,249
234,Thee Seven Sister's,southern,False,58,2.5,$$,245 Ralph Ave,+17184430739,40.681105,-73.922085,11233,245
235,Lady Moo Moo Ice Cream,icecream,False,88,5.0,$,365 Chauncey St,+12018449994,40.6815518229652,-73.9200956001878,11233,365
236,Crown Fried Chicken,hotdogs,False,7,3.0,$,235 Ralph Ave,+17189191700,40.6815491,-73.9221268,11233,235
237,Cartaz Caribbean Cuisine,caribbean,False,42,4.0,$$,233 Ralph Ave,+13474058588,40.6815799,-73.92231,11233,233
238,Sonora,bars,False,155,3.5,$$,174 Howard Ave,+17185748100,40.6824295855403,-73.9199669121657,11233,174
239,Crown Fried Chicken,hotdogs,False,3,2.5,$,5A Somers St,+17184854911,40.678707,-73.913406,11233,5
240,Atlantic Deli & Grill,delis,False,4,4.5,$,2053 Atlantic Ave,+17183451666,40.676634,-73.912874,11233,2053
241,Xing Lung,restaurants,False,4,3.0,$,155 Howard Ave,+17184432272,40.68322,-73.91987,11233,155
242,T Roc Homestyle Cooking,tradamerican,False,72,4.0,$$,194 Ralph Ave,+17184848844,40.6832611,-73.9229638,11233,194
243,Butch & Coco Cafe,breakfast_brunch,False,210,3.5,$$,153 Howard Ave,+13472407640,40.6834463641154,-73.9198875108974,11233,153
244,Mitchell's Kitchen,caribbean,False,45,3.5,$,261 Patchen Ave,+13473651243,40.6822741567291,-73.925921022892,11233,261
245,Malcolm x grocery,delis,False,1,5.0,$,360 Malcolm X Blvd,+17187711700,40.6806009035053,-73.9287396892905,11233,360
246,DOC D's Southern Desserts,bakeries,False,168,4.5,$,214 Bainbridge St,+13474138438,40.68115,-73.928399,11233,214
247,The Green Place Nigeria Restaurant,african,False,27,3.5,$$,180 Rockaway Ave,+13477852738,40.677021,-73.911163,11233,180
248,Four T Restaurant,caribbean,False,5,4.0,$$,1638 Eastern Pkwy,+13474425115,40.6717491149902,-73.9138336181641,11233,1638
249,Milk & Pull,coffee,False,53,4.0,$$,307 Malcolm X Blvd,,40.68148,-73.9286,11233,307
250,Sugar Hill Gourmet Deli,delis,False,5,3.5,$,528 145th St,+12122812300,40.82579,-73.94934,10031,528
251,Jimbo's Hamburger Palace,burgers,False,54,3.5,$,528 W 145th St,+12129260338,40.82579,-73.94934,10031,528
252,Wat's On Your Plate,caribbean,False,63,4.0,$,513 W 145th St,+12122344411,40.82576,-73.94846,10031,513
253,Majestic Deli,delis,False,11,3.0,$,3520 Broadway,+12129262222,40.82585,-73.95055,10031,3520
254,La Viagra Mexican Food,streetvendors,False,6,4.0,$,Corner Of 145 And Broadway,+13479967473,40.8261834705515,-73.9504604938361,10031,145
255,Nice Tamale Lady,foodstands,False,17,5.0,$,145TH And Broadway,,40.82640713513,-73.9503653707317,10031,145
256,Sugar Cafe,wine_bars,False,10,4.5,$,500 145th St,+13476066034,40.82523,-73.94798,10031,500
257,Jesus Taco,mexican,False,72,2.5,$,501 W 145th St,+12122343330,40.82549,-73.94781,10031,501
258,One Stop Patty Shop,caribbean,False,37,4.0,$,1708 Amsterdam Ave,+12124917466,40.82498,-73.94802,10031,1708
259,Wholesome Garden Pizza,pizza,False,45,2.5,$,3529 Broadway Ave,+16468611934,40.8260542220437,-73.950857494472,10031,3529
260,Maldonado Restaurant,mexican,False,8,2.5,$,1726 Amsterdam Ave,+12126900365,40.825695,-73.947677,10031,1726
261,Kim Tong,chinese,False,26,2.5,$,1722 Amsterdam Ave,+12124910825,40.82557,-73.94777,10031,1722
262,Twin Donuts,bakeries,False,2,1.5,$,1720 Amsterdam Ave,+12129260109,40.82546,-73.94767,10031,1720
263,Anchor Wine Bar,italian,False,282,4.0,$$,3508 Broadway,+12122343084,40.8253616094589,-73.9510338753462,10031,3508
264,McDonald's,hotdogs,False,32,2.0,$,3543-49 Broadway,+12124916860,40.826694,-73.95063,10031,3543
265,The Monkey Cup,coffee,False,151,4.5,$,1730 Amsterdam Ave,,40.8257412296042,-73.9474711693111,10031,1730
266,La Rubia,latin,False,10,2.5,$$,3517 Broadway,+12126941616,40.8260994,-73.9511795,10031,3517
267,Chopped Parsley,japanese,False,126,4.5,$$,500 W 146th St,+19176756666,40.82593,-73.94742,10031,500
268,Caridad Restaurant,latin,False,116,2.5,$$,3533 Broadway,+12128624053,40.8262,-73.95094,10031,3533
269,Tacos Azteca,foodtrucks,False,21,3.5,$,3468 Bdwy,+19178914480,40.8272113930405,-73.9496753681795,10031,3468
270,Papa John's Pizza,pizza,False,16,2.5,$,1709 Amsterdam Ave,+12122817272,40.8248410904191,-73.9476261287928,10031,1709
271,Hamilton's Cafe Restaurant,cafes,False,208,3.5,$$,3570 Broadway,+16469644112,40.8273399113877,-73.9494765934278,10031,3570
272,Falafel Tarboosh,falafel,False,109,4.0,$,1701 Amsterdam Ave,+12122344434,40.82468,-73.9478,10031,1701
273,Solace Bar and Grill,gastropubs,False,319,3.5,$$,3496 Broadway,+12129260166,40.824913,-73.951227,10031,3496
274,Broadway Wholesome Food & Beer,delis,False,27,3.5,$,3578 Broadway,+12123682222,40.82743,-73.9493899,10031,3578
275,Hogshead Tavern,wine_bars,False,199,4.0,$$,126 Hamilton Pl,+12122341154,40.8239852046558,-73.949343390213,10031,126
276,Sweet Chef Southern Style Bakery,bakeries,False,90,3.5,$$,122 Hamilton Pl,+12128625909,40.8239474,-73.9493576,10031,122
277,Ecuatoriana Restaurant,latin,False,43,3.5,$$,1685 Amsterdam Ave,+12124914626,40.8240585,-73.9482574,10031,1685
278,Mama Sushi,sushi,False,351,3.5,$$,3569 Broadway,+16466827879,40.82733,-73.95013,10031,3569
279,Texas Chicken & Burgers,chicken_wings,False,12,4.0,$,3486 Broadway,+16469186207,40.824531,-73.951332,10031,3486
280,King's Wok,chinese,False,24,4.0,$,3575 Broadway,+12122810383,40.82762,-73.9499,10031,3575
281,Village Fried Chicken,hotdogs,False,8,4.5,$,1739 Amsterdam Ave,+12122811060,40.82587,-73.946739,10031,1739
282,Anwar Deli,delis,False,3,2.5,$,Broadway,+12122811900,40.824878692627,-73.9500885009766,10031,
283,II Caffe Latte 2,breakfast_brunch,False,120,3.5,$$,458 W 145th St,+12122340202,40.8246899,-73.94704,10031,458
284,P&M Classic Pizza & Restaurant,pizza,False,59,4.0,$,1747 Amsterdam Ave,+12129263155,40.8262239,-73.9466905,10031,1747
285,Matto Espresso,coffee,False,60,4.5,$,3495 Broadway,+12122444281,40.82513,-73.95173,10031,3495
286,Mi Reina,spanish,False,1,3.0,$,3485 Broadway,+12124913300,40.82492,-73.95203,10031,3485
287,Jumbo Pizza Coffee Shop,pizza,False,79,3.5,$,3594 Broadway,+12124912990,40.8280452239988,-73.9489363226845,10031,3594
288,Mumbai Masala,indpak,False,205,4.5,$$,1768 Amsterdam Ave,+12123680100,40.82695,-73.94676,10031,1768
289,Hunan 3 Chinese Restaurant,chinese,False,27,3.0,$,2414 34th Ave,+17189374958,40.7613425374672,-73.9314051011108,11106,2414
290,Dunkin',donuts,False,11,1.5,$,3326 21st St,+17187283250,40.764386,-73.933043,11106,3326
291,Jade Chinese Restaurant,chinese,False,2,3.0,$$,33-18 /20 21st St,+17187280333,40.76298,-73.93384,11106,33
292,Popeyes Louisiana Kitchen,hotdogs,False,16,3.0,$,33-18 21st St,+13475310906,40.764477,-73.932953,11106,33
293,La Sala,cocktailbars,False,123,4.5,$$,3205 Crescent St,+17186066121,40.7632006,-73.9286183,11106,3205
294,Burger King,burgers,False,11,2.0,$,3310 21st St,,40.764613,-73.932814,11106,3310
295,Hong Kong,chinese,False,51,2.5,$,25-10 Broadway,+17187268482,40.76302,-73.92822,11106,25
296,Bund On Broadway,dimsum,False,190,4.0,$$,25-08 Broadway,+17189715465,40.7631578922095,-73.9282292,11106,25
297,Trade Fair Supermarket,grocery,False,47,2.5,$$,2355 Broadway,+17189324275,40.7635896954096,-73.9285096898675,11106,2355
298,Dunkin',donuts,False,20,3.0,$,2514 Broadway,+17187280078,40.76295,-73.92807,11106,2514
299,Arepas Grill,venezuelan,False,271,4.0,$$,21-19 Broadway,+17183559686,40.7649687,-73.9309313,11106,21
300,Botte Bar,cocktailbars,False,90,4.5,$$,25-07 Broadway,+17184339079,40.7633418050593,-73.9281750915024,11106,25
301,Osaka Japanese Fusion,japanese,False,149,3.5,$$,2524 Broadway,+17187772662,40.76284,-73.92781,11106,2524
302,Bel Aire Diner,diners,False,503,3.0,$$,31-91 21st St,+17187213160,40.765333,-73.9312801,11106,31
303,Drunken Chicken,korean,False,106,4.0,$$,25-30 Broadway,+19295220171,40.76271,-73.92757,11106,25
304,Ikraveit Foods,burgers,False,126,3.0,$,34-02 30th St,+17187770030,40.7599291205406,-73.9282169938087,11106,34
305,Fatima's Halal Kitchen,chinese,False,392,4.0,$,25-25 Broadway,+17182780080,40.7631186084319,-73.9275405041124,11106,25
306,The Strand Smokehouse,bbq,False,795,3.5,$$,25-27 Broadway,+17184403231,40.763072,-73.9273962,11106,25
307,Sami's Kabab House,afghani,False,384,4.5,$$,35-57 Crescent St,+19178327165,40.7587874,-73.9326435,11106,35
308,Samaria Pizza,pizza,False,61,4.5,$,2107 Broadway,+17185455304,40.765664798585,-73.930791735236,11106,2107
309,Eastern Chinese Restaurant,chinese,False,24,3.0,$,2105 Broadway,+17182787333,40.7656686822612,-73.9307687804103,11106,2105
310,Subway,sandwiches,False,11,2.5,$,21-09 Broadway,+17187268868,40.765718,-73.930712,11106,21
311,Something Catchy,seafood,False,103,3.5,$$,23-14 36th Ave,+19178327988,40.7587814,-73.9347644,11106,23
312,Tamashii Ramen,ramen,False,715,4.0,$$,2905 Broadway,+17182785888,40.7628026,-73.926578,11106,2905
313,Kondo,japanese,False,166,4.0,$$,2913 Broadway,+13476171236,40.7626545293336,-73.9265084112689,11106,2913
314,New York City Bagel & Coffee House,sandwiches,False,32,4.0,$,2910 Broadway,+17187770324,40.762239,-73.926365,11106,2910
315,La-Espiga Bakery,bakeries,False,1,3.0,$,3244 31st St,+17187771993,40.76099,-73.92655,11106,3244
316,Aliada,greek,False,369,4.0,$$,2919 Broadway,+17189322240,40.76254,-73.926199,11106,2919
317,McDonald's,hotdogs,False,42,2.5,$,31-46 21st St,+17185450294,40.766385786862,-73.9309434592724,11106,31
318,Pao De Queijo,brazilian,False,347,4.0,$,31-90 30th St,+17182041979,40.762659,-73.9261018,11106,31
319,Sam Lee Kitchen,chinese,False,35,2.0,$,2108 36th Ave,+17183929329,40.7596809,-73.9367017,11106,2108
320,Mi Espiguita Taqueria,mexican,False,113,4.5,$,32-44 31st St,+17187775648,40.7612033639422,-73.9261436462402,11106,32
321,Coffee & Green,coffee,False,2,5.0,$,2106 36th Ave,+17186068414,40.7596849,-73.9367117,11106,2106
322,Palace Fried Chicken,hotdogs,False,42,4.0,$,2102 36th Ave,+17187294811,40.7596929,-73.9367317,11106,2102
323,Exquisito,pizza,False,38,3.0,$$,21-12 36th Ave,+17187843505,40.759429,-73.936482,11106,21
324,Dino's Pizzeria,pizza,False,159,3.5,$,30-01 Broadway,+17185454775,40.762448159593,-73.925978889868,11106,30
325,Empire Szechuan Garden,chinese,False,46,3.5,$,4342 46th St,+17183619625,40.7442226,-73.9186565,11104,4342
326,Bliss 46 Bistro,french,False,203,4.0,$$,43-46 46th St,+17183610690,40.7441711,-73.9186707,11104,43
327,Parrot Coffee Grocery,grocery,False,60,4.0,$,45-15 Queens Blvd,+17183924515,40.74357,-73.91879,11104,45
328,Dunkin',donuts,False,19,2.5,$,4513 Queens Blvd,+17187069281,40.7436332702637,-73.9191665649414,11104,4513
329,Oki Japanese,japanese,False,83,3.0,$$,4511 Queens Blvd,+17187293666,40.7435273,-73.9193266,11104,4511
330,Habiba B&B Halal Food Truck,foodtrucks,False,38,4.5,$,Corner Of 46th St And Queens Blvd,,40.7433249,-73.9186659,11104,46
331,Naimi's Halal Food Cart,streetvendors,False,1,4.0,$,46TH St And Queens Blvd,,40.7430115,-73.9187088,11104,46
332,Starbucks,coffee,False,95,3.0,$$,46-09 Queens Blvd,+17184725215,40.743426,-73.918329,11104,46
333,Go Natural Health Foods & Juice Bar,healthmarkets,False,71,4.0,$$,4503 Queens Blvd,+17184820008,40.7435321,-73.9193729,11104,4503
334,Las Nortenas Taco Cart,mexican,False,2,3.0,$,46TH St And Queens Blvd,,40.7431602612256,-73.9187300205231,11104,46
335,Fuyu Ramen,poke,False,116,4.5,$$,4617 Queens Blvd,+17187862200,40.743478,-73.918057,11104,4617
336,McGuinness's Bar,sportsbars,False,25,4.0,$,44-23 Queens Blvd,+17187299617,40.7436276,-73.9201926,11104,44
337,Alpha Donuts,donuts,False,145,4.0,$,45-16 Queens Blvd,+17184724725,40.7429102207474,-73.9191103766829,11104,45
338,Sofra Mediterranean Grill,mediterranean,False,73,4.0,$$,45-8 46th St,+19173964777,40.7427447283466,-73.9188283760369,11104,45
339,Mr Wonton,chinese,False,54,3.0,$,4411 Queens Blvd,+17184332672,40.743636,-73.9202633,11104,4411
340,Key Food Fresh N Save,fooddeliveryservices,False,88,3.0,$$,46-02 Queens Blvd,+17187066563,40.74263,-73.9186,11104,46
341,Choice Farm,delis,False,6,3.0,$$,4520 46th St,+17184829431,40.7426494582561,-73.9189397834826,11104,4520
342,Mangal Kebab,turkish,False,286,4.0,$$,4620 Queens Blvd,+17187060605,40.7428106,-73.918186,11104,4620
343,Sotto Le Stelle,pizza,False,207,4.5,$$,4407 Queens Blvd,+17186852086,40.743656,-73.9201782,11104,4407
344,Dumplings & Things,chinese,False,172,3.5,$,45-26 46th St,+17183922337,40.7425888323281,-73.9189697784327,11104,45
345,Firefly Petite Café Bistro,breakfast_brunch,False,118,4.0,$$,4512 43rd Ave,+17182551591,40.744795,-73.9187923,11104,4512
346,Cafe Colombia,bakeries,False,4,3.5,$,4627B Greenpoint Ave,+17183490354,40.7424351,-73.9185578,11104,4627
347,Paris Baguette,bakeries,False,63,3.5,$,45-22 46th St,+17187060404,40.742522,-73.9189917,11104,45
348,Wendy's,hotdogs,False,62,1.5,$,4416 Queens Blvd,+17183611418,40.7428162,-73.9200369,11104,4416
349,Riko Peruvian Cuisine,latin,False,339,3.5,$$,45-23 Greenpoint Ave,+17183615721,40.742309118372,-73.91898893482,11104,45
350,Subway,sandwiches,False,16,2.5,$,43-19 Queens Blvd,+17184069292,40.7437384749973,-73.9206424,11104,43
351,Making That Cake,bakeries,False,11,3.5,$$,,+16469967490,40.7425498962402,-73.9207763671875,11104,
352,Chihuahua,mexican,False,150,4.5,$$,47-02 Greenpoint Ave,+13475310954,40.7425222545862,-73.9176765829325,11104,47
353,The Gaslight,pubs,False,61,3.5,$,4317 Queens Blvd,+17187299900,40.743813,-73.920689,11104,4317
354,Los Verdes,burgers,False,145,3.5,$,46-26 Greenpoint Ave,+17182556600,40.74229610041,-73.9180822802553,11104,46
355,Pelicana Chicken,chicken_wings,False,383,4.0,$$,47-08 Greenpoint Ave,+17182556650,40.7425336539745,-73.9176370203495,11104,47
356,Tri Mexican Tacos,mexican,False,35,4.0,$,46th St & Greenpoint Ave,+13478284727,40.7421913,-73.9188919,11104,46
357,La Bella Pizzeria,pizza,False,42,3.5,$,47-06 Greenpoint Ave,+17183928236,40.74237,-73.9176,11104,47
358,Brookside Market,coffee,False,91,4.5,$,43-15 Queens Blvd,+17188061902,40.7437641,-73.9208344,11104,43
359,Ida's Nearabout,burgers,False,116,4.5,$$,43-13 Queens Blvd,+17184331916,40.7437641,-73.9208344,11104,43
360,Subway,sandwiches,False,8,3.0,$,45-07 Greenpoint Ave,+17184821821,40.7421724398578,-73.9194838653033,11104,45
361,Blvd Diner,diners,False,56,4.0,$$,43-11 Queens Blvd,+17188061499,40.74382,-73.92086,11104,43
362,Paddy Duggan Pub,pubs,False,18,4.5,$,4714 Greenpoint Ave,,40.742452,-73.917363,11104,4714
363,Bajeko Sekuwa,himalayan,False,98,4.0,$$,43-16 Queens Blvd,+13478088100,40.7431256,-73.9209581,11104,43
364,Avenue Coffee House,coffee,False,74,3.5,$,45-01 Greenpoint Ave,+13477384276,40.74246,-73.91912,11104,45
365,Souk El Shater,lebanese,False,224,4.5,$,43-03 Queens Blvd,+17183922702,40.74385,-73.92113,11104,43
366,Famous Gold Tim's Deli & Grill,grocery,False,83,3.5,$,126-01 15th Ave,+17187990063,40.78511,-73.84199,11356,126
367,La Cheesecake,bakeries,False,133,4.5,$$,126-06 14th Ave,+17183593718,40.7852585613728,-73.8418934494257,11356,126
368,Ole Mexican Grille,mexican,False,152,4.0,$,126-11 15th Ave,+17183530457,40.7851077,-73.8419311,11356,126
369,7-Eleven,convenience,False,8,3.0,$,127-02 14th Ave,+17189611396,40.7850216977684,-73.8409030437469,11356,127
370,Mr. Dre's Kitchen Bar,bars,False,156,4.0,$$,122-07 15th Ave,+13475060976,40.7843337,-73.8456543,11356,122
371,Valerio Juice Bar & Vegan Food,vegan,False,29,4.0,$$,14-39 College Point Blvd,+17183584232,40.7846189,-73.8456075,11356,14
372,Carniceria Y Taqueria  El Novillo,meats,False,15,4.0,$,14-33 College Point Blvd,+17183211546,40.7845218790648,-73.8456908445185,11356,14
373,Valerio Bakery Café,coffee,False,38,4.0,$$,1507 College Point Blvd,+17188862331,40.783919,-73.845523,11356,1507
374,College Point Diner,newamerican,False,12,3.5,$,14-32 College Point Blvd,,40.7850647,-73.8459167,11356,14
375,Mangu Grill,dominican,False,64,2.5,$$,15-03 College Point Blvd,+17183219982,40.7839968,-73.8457999,11356,15
376,Mamma Luciana's,pizza,False,96,3.5,$,15-11 College Point Blvd,+17184456262,40.7836898,-73.8456487,11356,15
377,Benateri's Italian Gourmet Deli,delis,False,128,4.5,$$,129-21 14th Ave,+17184459240,40.7859427,-73.8385427,11356,129
378,Sabor Restaurant & Bakery,bakeries,False,23,3.5,$,1520 College Point Blvd,+13473684407,40.7836286,-73.84598,11356,1520
379,Long King House,dimsum,False,52,4.5,$$,15-26 College Point Blvd,+17183539090,40.78349,-73.84591,11356,15
380,Happy Town Chinese Kitchen,chinese,False,13,3.5,$,1803 College Point Blvd,+17187621870,40.783018,-73.8456757,11356,1803
381,Las Delicias Bakery,bakeries,False,40,2.0,$,1801 College Point Blvd,+17184604911,40.783073,-73.845576,11356,1801
382,Blue Tijuana,mexican,False,77,4.0,$$,15-24 College Point Blvd,+17188880455,40.783534,-73.846121,11356,15
383,Pollos a La Brasa Mr Mario,colombian,False,115,3.5,$$,18-04 College Point Blvd,+17189617398,40.783029,-73.845977,11356,18
384,Pinshang Hot Pot,hotpot,False,81,4.0,$$,20-07 127th St,+17187993333,40.781519,-73.8408955,11356,20
385,Fish Village,seafood,False,88,3.5,$$$,2007 127th St,+17188882268,40.781505,-73.8408955,11356,2007
386,Sal's Pizza and Italian Kitchen,pizza,False,133,3.5,$,2007 127th St,+17189393900,40.781138,-73.840988,11356,2007
387,The Buffet,buffets,False,774,3.0,$$,20-07 127th St,+17188863722,40.7814553818979,-73.8411498069763,11356,20
388,Kai-Ying,chinese,False,19,4.0,$,18-21 College Point Blvd,+17184632200,40.7825515,-73.845705,11356,18
389,Genaro's Pizzeria & Restaurant,pizza,False,26,3.5,$,18-12 College Point Blvd,+17183091096,40.78281,-73.84616,11356,18
390,Taco Bowl,tex-mex,False,21,3.0,$$,18-27 College Point Blvd,+17189392222,40.78234,-73.84559,11356,18
391,Little Pepper,szechuan,False,315,4.0,$$,18-24 College Point Blvd,+17189397788,40.78245,-73.84618,11356,18
392,Nonna Delia's,pizza,False,43,4.0,$$,18-32 College Point Blvd,+17184456662,40.78224,-73.84619,11356,18
393,CP Grill,mediterranean,False,58,4.5,$$,131-02 14th Ave,+19172852719,40.7861887217582,-73.8371142752518,11356,131
394,Sal's Deli,delis,False,11,4.5,$,12908 20th Ave,+17186619498,40.781479,-73.839311,11356,12908
395,Dunkin',donuts,False,10,3.5,$,1834 College Point Blvd,+17185390016,40.7821541325777,-73.8460776469704,11356,1834
396,Dunkin',coffee,False,6,2.5,$,13007 20th Ave,+17184781923,40.7818049,-73.83851,11356,13007
397,Kennedy Chicken,chicken_wings,False,28,3.0,$$,18-50 College Point Blvd,+17188869333,40.7818165,-73.8460644,11356,18
398,Dunkin',donuts,False,27,3.0,$,13210 14th Ave,+17187461211,40.7857874011026,-73.8361689319465,11356,13210
399,Akiyama Japanese Restaurant,japanese,False,82,3.5,$$,132-16 14th Ave,+17187470618,40.7861273,-73.8358705,11356,132
400,Keilly Chinese Restaurant,chinese,False,43,3.0,$$,13211 B 14th Ave,+17187466796,40.7863674867809,-73.8360678,11356,13211
401,CJ's Pub,pubs,False,13,4.5,$,901 College Point Blvd,+17188889426,40.7893142700195,-73.8452987670898,11356,901
402,Zee's Gourmet Deli,delis,False,21,3.5,$,13207 14th Ave,+17187670030,40.78708,-73.83564,11356,13207
